tmc,lottr_am_peak,lottr_midday,lottr_pm_peak,lottr_weekend
120-12020,1.08075,1.07975,1.08537,1.08075
120+12020,1.10784,1.12136,1.09615,1.1068
120-12021,1.05714,1.06667,1.07547,1.06667
120+12021,1.09146,1.09639,1.10976,1.09756
120-12022,1.08219,1.08219,1.10959,1.09722
120+12022,1.07547,1.07547,1.07547,1.06542
120-12023,1.15385,1.16038,1.17143,1.13333
120+12023,1.08,1.05333,1.05333,1.08219
120-12024,1.08458,1.10732,1.0936,1.10448
120+12024,1.15584,1.13226,1.14332,1.14469
120+12025,1.26415,1.32727,1.26415,1.28846
120-12036,1.13934,1.14167,1.104,1.14167
120+12036,1.41176,1.35294,1.38462,1.38462
120+12038,1.152,1.14167,1.175,1.18033
120-12045,1.39535,1.38776,1.36364,1.32558
120+12072,1.2449,1.24515,1.30455,1.43103
120-12079,1.22727,1.2551,1.26344,1.34286
120+12079,1.2566,1.2482,1.33226,1.272
120-12080,1.24088,1.26115,1.32692,1.47712
120+12080,1.24309,1.26601,1.33173,1.38172
120-12081,1.12727,1.15789,1.14159,1.14815
120+12081,1.16912,1.21333,1.25,1.36879
120-12082,1.18018,1.18103,1.19828,1.18692
120+12082,1.12727,1.13274,1.13274,1.15888
120-12083,1.208,1.23256,1.26718,1.19658
120+12083,1.33058,1.29268,1.43307,1.27434
120-12084,1.125,1.125,1.09722,1.05634
120+12084,1.13115,1.13934,1.16393,1.12174
120-12085,1.09091,1.08,1.1,1.09474
120+12085,1.06944,1.06944,1.06944,1.05634
120-12086,1.14655,1.1453,1.1453,1.14545
120+12086,1.09901,1.09901,1.12,1.125
120-12087,1.19802,1.17308,1.17308,1.20408
120+12087,1.16239,1.16102,1.18487,1.17117
120-12088,1.352,1.35616,1.41912,1.46212
120+12088,1.31538,1.36806,1.46099,1.3252
120-12089,1.21818,1.28448,1.32773,1.26667
120+12089,1.28571,1.38281,1.41538,1.43966
120-12090,1.20084,1.288,1.57678,1.36325
120+12090,1.28448,1.31452,1.56693,1.31193
120-12091,1.28571,1.44444,1.44444,1.625
120+12091,1.3012,1.28571,1.37755,1.40625
120-12092,1.31579,1.34742,1.42786,1.60452
120+12092,1.35821,1.33333,1.39506,1.34884
120+12100,1.06349,1.07087,1.08,1.07143
120-12114,1.17606,1.18571,1.14068,1.11407
120-12115,1.09412,1.10588,1.09877,1.09877
120+12115,1.07801,1.07042,1.06383,1.07246
120+12116,1.08511,1.07527,1.08989,1.1087
120-12125,1.31818,1.36296,1.34307,1.45378
120+12125,1.32174,1.59542,1.50794,1.39831
120-12126,1.29167,1.27723,1.23077,1.22093
120+12126,1.44022,1.35028,1.39474,1.52299
120-12127,1.36788,1.38596,1.47577,1.36257
120+12127,1.29293,1.37143,1.64706,1.29032
120-12128,1.40513,1.40513,1.35385,1.33889
120+12128,1.31419,1.33442,1.28525,1.28467
120-12129,1.42353,1.54,1.30864,1.37662
120+12129,1.34066,1.34359,1.2487,1.33333
120-12133,1.17143,1.16084,1.1777,1.19286
120+12133,1.19048,1.2132,1.19289,1.21311
120-12134,1.06098,1.06024,1.07273,1.06627
120+12134,1.09774,1.10821,1.13433,1.14179
120-12135,1.05825,1.04854,1.05882,1.05882
120+12135,1.13376,1.14375,1.13924,1.16774
120-12136,1.0625,1.04124,1.0625,1.0625
120+12136,1.06604,1.06604,1.07619,1.08654
120-12137,1.06569,1.06429,1.06429,1.07194
120+12137,1.06667,1.06796,1.07692,1.06796
120+12138,1.05263,1.0597,1.06716,1.07519
120+12139,1.26201,1.2,1.16006,1.15846
120-12141,1.24468,1.24468,1.24468,1.27174
120-12150,1.42045,1.31325,1.34615,1.35211
120-12151,1.20705,1.16017,1.21459,1.17757
120+12151,1.18182,1.19118,1.18841,1.17742
120-12152,1.32065,1.22727,1.44444,1.26506
120+12152,1.15556,1.163,1.17167,1.15888
120-12153,1.53125,1.47,1.53125,1.42697
120+12153,1.48634,1.26506,1.33333,1.26923
120-12154,1.5387,1.50151,1.56906,1.75
120+12154,1.63021,1.42162,1.42162,1.38953
120+12155,1.70091,1.59078,1.51872,1.68771
120-12156,1.3595,1.30798,1.41328,1.40183
120-12157,1.37705,1.35821,1.43939,1.33945
120+12157,1.23164,1.22581,1.30435,1.27273
120-12158,1.2449,1.20979,1.22535,1.24031
120+12158,1.33607,1.2623,1.30579,1.2451
120-12159,1.46032,1.26786,1.20755,1.26
120+12159,1.18919,1.28667,4.67045,1.17557
120-12160,1.20741,1.21831,1.43312,1.18182
120+12160,1.18929,1.16245,1.41,1.21723
120-12161,1.31897,1.36364,1.37037,1.50407
120+12161,1.36111,1.29054,1.33333,1.20635
120-12162,1.35217,1.48507,1.68,1.72926
120+12162,1.40625,1.4,1.48718,1.58621
120+12169,1.17699,1.17117,1.20354,1.19266
120-12172,1.07799,1.08078,1.09632,1.06964
120+12172,1.07921,1.09184,1.10101,1.08081
120-12173,1.30444,1.25612,1.21077,1.19438
120+12173,1.08333,1.07923,1.10109,1.10028
120-12174,1.59804,1.30208,1.29787,1.21978
120+12174,1.16055,1.16279,1.18692,1.15421
120-12175,1.29167,1.26923,1.25333,1.26087
120+12175,1.31111,1.34694,1.35106,1.37209
120+12176,1.92,1.84615,1.72,1.78261
120-12177,1.14474,1.14035,1.16,1.12727
120-12180,1.12255,1.10244,1.11558,1.12755
120+12180,1.12048,1.13095,1.12941,1.09524
120-12181,1.12346,1.11905,1.13415,1.15385
120+12181,1.14516,1.12903,1.13559,1.13793
120-12211,1.35,1.38043,1.4023,1.4375
120+12211,1.83784,1.8,1.86111,1.78788
120-12212,1.09877,1.08537,1.08434,1.09877
120+12212,1.11111,1.09722,1.11111,1.11111
120-12213,1.07119,1.06441,1.07119,1.0785
120+12213,1.08642,1.07407,1.10127,1.12658
120-12214,1.09787,1.10638,1.14894,1.16309
120+12214,1.08387,1.07895,1.08224,1.09302
120-12215,1.13043,1.1087,1.13043,1.15556
120+12215,1.08787,1.08085,1.09957,1.10435
120-12216,1.18182,1.2093,1.2,1.2093
120+12216,1.14,1.12,1.14,1.14583
120-12217,1.19531,1.16279,1.43846,1.29231
120+12217,1.21467,1.15169,1.16809,1.17877
120-12218,1.28571,1.2,1.25,1.25
120+12218,1.12598,1.08943,1.10656,1.09756
120+12219,1.26667,1.21429,1.26667,1.2
120-12240,1.34459,1.33103,1.42857,1.35862
120-12241,1.12977,1.14074,1.16667,1.13636
120+12241,1.45596,1.43005,1.73026,1.2487
120-12242,1.09375,1.07692,1.06154,1.07692
120+12242,1.1811,1.15873,1.13178,1.14286
120-12243,1.12,1.07692,1.08,1.08
120+12243,1.09375,1.07692,1.07692,1.07812
120-12260,1.78226,1.71795,1.75397,1.6371
120-12261,1.34375,1.3871,1.48276,1.46429
120+12262,1.14162,1.12094,1.14201,1.14454
120-12266,1.10976,1.1125,1.10127,1.12658
120-12267,1.11429,1.14286,1.11765,1.16418
120+12267,1.10326,1.10995,1.09524,1.13684
120-12268,1.1,1.13333,1.1,1.13793
120+12268,1.1194,1.10145,1.10294,1.12121
120-12269,1.17544,1.22467,1.11161,1.11659
120+12269,1.10345,1.1,1.1,1.13333
120-12270,1.09091,1.11111,1.09259,1.09259
120+12270,1.15385,1.22667,1.11504,1.1267
120-12271,1.09524,1.08333,1.07879,1.09091
120+12271,1.08,1.07843,1.07843,1.08
120-12272,1.06349,1.06349,1.05556,1.06349
120+12272,1.08025,1.07362,1.08025,1.07407
120-12273,1.05594,1.04196,1.05594,1.06294
120+12273,1.06504,1.05556,1.05512,1.056
120-12274,1.05028,1.05028,1.05618,1.06215
120+12274,1.05036,1.04965,1.0493,1.05
120-12275,1.0888,1.10506,1.0902,1.09562
120+12275,1.0565,1.05,1.04972,1.04444
120-12276,1.10526,1.09278,1.1134,1.12903
120+12276,1.0751,1.07422,1.07422,1.09163
120-12277,1.11392,1.17143,1.17241,1.21429
120+12277,1.13542,1.14286,1.15,1.17895
120-12278,1.15315,1.52027,1.53704,1.51493
120+12278,1.18605,1.27717,1.14451,1.34831
120-12279,1.22271,1.32667,1.39818,1.36752
120+12279,1.14912,1.15748,1.15,1.225
120-12280,1.17526,1.1871,1.41056,1.26848
120+12280,1.63636,1.54545,1.54545,1.33333
120-12281,1.41837,1.23762,1.46154,1.27778
120+12281,1.21942,1.17065,1.22848,1.2439
120-12282,1.39683,1.36232,1.52703,1.57627
120+12282,1.19672,1.20312,1.33333,1.29091
120-12283,1.09677,1.09677,1.09677,1.1
120+12283,1.24,1.28571,1.68932,1.41096
120-12284,1.11765,1.10204,1.12,1.17021
120+12284,1.075,1.1,1.1,1.12821
120-12285,1.12766,1.17021,1.12766,1.15217
120+12285,1.125,1.09375,1.15625,1.13793
120-12286,1.52222,1.19753,1.25926,1.23684
120+12286,1.25,1.2037,1.97468,1.24
120-12287,1.47748,1.36449,1.31776,1.41748
120+12287,1.22892,1.16049,1.27586,1.18421
120-12288,1.24545,1.27434,1.27434,1.27184
120+12288,1.43411,1.40602,1.46809,1.70492
120-12289,1.34066,1.35,1.42857,1.4
120+12289,1.24545,1.30081,1.46715,1.33333
120-12290,1.42149,1.42063,1.44262,1.40909
120+12290,1.36364,1.37719,1.41525,1.36364
120-12291,1.17188,1.16923,1.17188,1.16667
120+12291,1.32787,1.28455,1.27049,1.26496
120-12292,1.20225,1.14607,1.15909,1.12941
120+12292,1.26087,1.2,1.22857,1.2
120+12293,1.17347,1.14141,1.15152,1.15054
120-12294,,,1,
120+12313,1.94249,1.42045,1.35417,1.34576
120-12321,1.31429,1.35172,1.35766,1.58462
120+12321,1.42627,1.41525,1.5463,1.53699
120-12341,1.33333,1.32258,1.41935,1.5
120-12366,1.09459,1.10667,1.10959,1.11111
120+12366,1.26692,1.27397,1.28571,1.32576
120-12367,1.24194,1.23438,1.20968,1.20968
120+12367,1.10959,1.09459,1.09589,1.08333
120-12368,1.30063,1.3354,1.34494,1.41967
120+12368,1.24194,1.28125,1.24194,1.23729
120-12369,1.17827,1.15878,1.18966,1.19621
120+12369,1.14884,1.14419,1.1814,1.19905
120+12376,,,1.41275,
120-12380,1.10526,1.11765,1.11029,1.11278
120+12380,1.165,1.18227,1.2767,1.2767
120-12381,1.25926,1.25988,1.45401,1.37298
120+12381,1.26429,1.14706,1.17293,1.15789
120-12395,1.27479,1.26446,1.21647,1.24895
120-12396,1.38843,1.66667,1.58784,1.64596
120+12396,1.08732,1.09116,1.09783,1.11892
120-12397,1.13415,1.15116,1.17442,1.16667
120+12397,1.14634,1.168,1.27907,1.22689
120-12398,1.0885,1.09483,1.14286,1.10909
120+12398,1.11905,1.11905,1.14286,1.11392
120-12399,1.07143,1.07059,1.08046,1.08235
120+12399,1.08621,1.08547,1.11111,1.10714
120-12400,1.09677,1.11111,1.13115,1.13793
120-12401,1.08197,1.06349,1.08065,1.08197
120+12401,1.12121,1.14062,1.14286,1.20339
120+12410,1.28205,1.23967,1.21739,1.19298
120-12431,1.29197,1.26434,1.37343,1.30435
120-12432,1.20317,1.21905,1.33131,1.24272
120+12432,1.30743,1.37705,1.5679,1.60065
120-12436,1.15094,1.1564,1.14354,1.14354
120+12436,1.17143,1.17143,1.14286,1.22857
120-12437,1.13876,1.14216,1.1592,1.165
120+12437,1.19431,1.16746,1.16746,1.22967
120-12438,1.32229,1.41349,1.52528,1.55041
120+12438,1.1393,1.125,1.14,1.16327
120-12439,1.18349,1.16038,1.20183,1.16832
120+12439,1.17073,1.18049,1.18,1.18557
120-12440,1.89437,2.03896,2.07879,2.38068
120+12440,1.18103,1.1875,1.21239,1.16346
120-12441,1.29245,1.2874,1.3195,1.44749
120+12441,1.26259,1.30631,1.40764,1.5
120-12470,1.14615,1.14729,1.17886,1.18103
120+12470,1.16667,1.33333,1.33333,1.4
120-12471,1.31606,1.26289,1.34973,1.4023
120+12471,1.1374,1.12409,1.16154,1.175
120-12472,1.11565,1.10738,1.12245,1.13287
120+12472,1.25521,1.28155,1.39614,1.28889
120-12473,1.35185,1.24074,1.33333,1.17308
120+12473,1.17881,1.15789,1.20645,1.16783
120-12474,1.12903,1.12432,1.12432,1.12155
120+12474,1.14438,1.12973,1.12973,1.13714
120-12475,1.15205,1.13873,1.17241,1.21765
120+12475,1.12565,1.12105,1.1164,1.12155
120-12476,1.0885,1.08929,1.09009,1.11607
120+12476,1.12209,1.13218,1.12921,1.14118
120-12477,1.08586,1.08247,1.08602,1.09948
120+12477,1.1405,1.14167,1.13445,1.15789
120-12478,1.12088,1.13333,1.10588,1.12644
120+12478,1.13198,1.09744,1.08808,1.10995
120-12479,1.09524,1.09524,1.09756,1.12195
120+12479,1.07059,1.07059,1.08434,1.09756
120-12480,1.12903,1.13386,1.14634,1.15833
120+12480,1.21429,1.24138,1.33333,1.34483
120-12481,1.10465,1.09302,1.10588,1.09877
120+12481,1.10833,1.11475,1.11382,1.11017
120-12482,1.07973,1.08852,1.11803,1.09797
120+12482,1.08434,1.09524,1.08235,1.08642
120+12483,1.13681,1.11897,1.11075,1.12081
120-12487,1.22603,1.22148,1.3268,1.36496
120+12487,1.25676,1.33333,1.4,1.49697
120-12488,1.33628,1.31356,1.35115,1.35185
120+12488,1.22222,1.21769,1.26797,1.30657
120-12489,1.47525,1.63551,1.48,1.5
120+12489,1.34483,1.33871,1.5,1.38053
120-12490,1.125,1.09483,1.09914,1.14978
120+12490,1.19008,1.17797,1.20513,1.23009
120-12491,1.11,1.10784,1.12435,1.16832
120+12491,1.08974,1.09914,1.12775,1.16456
120-12503,1.28852,1.26777,1.182,1.33333
120-12504,1.09948,1.10256,1.0733,1.12565
120+12504,1.335,1.11458,1.08854,1.14433
120-12505,1.41429,1.49383,1.44538,1.5
120+12505,1.35772,1.33121,1.3557,1.42282
120-12506,1.24176,1.19318,1.24138,1.23171
120-12511,1.24752,1.18812,1.2,1.23958
120-12512,1.15,1.175,1.22222,1.20779
120+12512,1.19417,1.19417,1.18868,1.21429
120-12513,1.19231,1.20732,1.2619,1.42308
120+12513,1.16393,1.12903,1.16667,1.16949
120-12514,1.27835,1.37719,1.36364,1.4433
120+12514,1.29487,1.27907,1.50617,1.64557
120-12515,1.22018,1.23729,1.24561,1.31481
120+12515,1.33673,1.36522,1.44037,1.38614
120-12516,1.24194,1.20312,1.26562,1.28333
120+12516,1.20093,1.18349,1.21759,1.25463
120-12523,1.10714,1.09009,1.08333,1.11712
120-12524,1.25397,1.20968,1.17742,1.2459
120+12524,1.10383,1.10811,1.1326,1.13636
120-12525,1.5625,1.5625,1.51613,1.72727
120+12525,1.125,1.14035,1.14286,1.12963
120-12527,1.52846,1.51928,1.58291,1.60665
120-12528,1.52247,1.51913,1.53886,1.52941
120+12528,1.5496,1.58667,1.74837,1.71989
120-12529,1.40462,1.42593,1.56345,1.57831
120+12529,1.66129,1.74208,1.92417,1.94382
120-12530,1.18889,1.21939,1.29648,1.3125
120+12530,1.12658,1.1358,1.14815,1.13333
120-12539,1.26087,1.27368,1.2967,1.38144
120+12539,1.10383,1.10811,1.1326,1.13636
120-12541,1.09574,1.08377,1.10471,1.10053
120+12541,1.05714,1.05714,1.05714,1.07767
120-12542,1.05446,1.05446,1.05446,1.06
120+12542,1.07514,1.08092,1.08092,1.08824
120-12543,1.10563,1.10563,1.10563,1.1
120+12543,1.04569,1.04569,1.0404,1.05641
120-12544,1.18788,1.18788,1.17365,1.19108
120+12544,1.12676,1.12143,1.17483,1.11029
120-12545,1.15238,1.13333,1.1619,1.14286
120+12545,1.09231,1.07576,1.10606,1.09524
120-12546,1.13571,1.11511,1.20979,1.14815
120+12546,1.40179,1.21495,1.83193,1.16842
120-12547,1.1629,1.16144,1.32301,1.19355
120+12547,1.19737,1.24359,1.26974,1.33333
120+12548,1.14091,1.10092,1.09722,1.1327
120-12564,1.30222,1.12613,1.10959,1.19283
120+12564,1.38936,1.41202,1.39913,1.48734
120+12565,1.14286,1.145,1.15075,1.15075
120-12582,1.06306,1.07273,1.15517,1.07273
120+12582,1.13084,1.10714,1.13393,1.14679
120-12583,1.60938,1.49593,2.03681,1.5625
120-12741,1.46154,1.38462,1.46154,1.27273
120-12742,1.375,1.47619,1.55,1.61111
120+12742,1.77778,2.25,2.1875,1.95652
120-12743,1.08134,1.07727,1.07306,1.09346
120+12743,1.06087,1.08621,1.07692,1.11017
120-12744,1.09174,1.07914,1.06475,1.09567
120+12744,1.06635,1.08796,1.08837,1.09302
120-12750,1.06173,1.06173,1.075,1.05
120+12750,1.18041,1.17949,1.3981,1.15508
120-12751,1.07438,1.08264,1.07563,1.05882
120+12751,1.07407,1.04938,1.05,1.05063
120-12752,1.12009,1.11255,1.08186,1.07623
120+12752,1.07258,1.06452,1.06452,1.05785
120-12753,1.06081,1.06081,1.04762,1.05479
120+12753,1.14989,1.13763,1.10549,1.07709
120-12754,1.05469,1.05469,1.03125,1.04762
120+12754,1.06081,1.0473,1.05479,1.03425
120-12755,1.05051,1.0404,1.04082,1.05155
120+12755,1.0687,1.05385,1.06923,1.06202
120-12756,1.06925,1.06389,1.07283,1.07283
120+12756,1.06,1.06,1.06,1.07071
120+12758,1.08152,1.0973,1.09434,1.07989
120-12768,1.12316,1.12451,1.1314,1.14634
120-12769,1.24667,1.33962,1.38065,1.41916
120+12769,1.64286,1.88235,1.85,1.76
120-12770,1.33019,1.45113,1.49624,1.62577
120+12770,1.34211,1.48447,1.51553,1.71658
120-12771,1.34545,1.34483,1.50847,1.50794
120+12771,1.3587,1.55372,1.45113,1.50355
120-12772,1.10324,1.11816,1.09677,1.08069
120+12772,1.15488,1.14935,1.14935,1.16558
120-12773,1.2013,1.17677,1.18011,1.17922
120+12773,1.26531,1.48947,1.52332,1.74384
120-12774,1.36264,1.32632,1.46316,1.5
120+12774,1.66231,1.41445,1.32612,1.34263
120-12775,1.11465,1.13376,1.1375,1.15584
120+12775,1.15244,1.14793,1.10843,1.12195
120-12776,1.28,1.31132,1.25472,1.20588
120+12776,1.16117,1.15018,1.13919,1.16117
120-12777,1.17868,1.15385,1.11272,1.1598
120+12777,1.21212,1.19403,1.15942,1.09091
120-12778,1.08491,1.09005,1.10577,1.14762
120+12778,1.13636,1.16279,1.34091,1.18483
120-12779,1.14182,1.17091,1.32593,1.19636
120+12779,1.10784,1.105,1.14706,1.125
120-12780,1.37615,1.51965,1.63855,1.61277
120+12780,1.16667,1.13523,1.10563,1.11594
120-12781,1.12397,1.11389,1.15042,1.13202
120+12781,1.36818,1.40611,1.51965,1.54043
120-12782,1.08857,1.08708,1.10571,1.09483
120+12782,1.12356,1.09659,1.08621,1.1092
120+12900,1.0931,1.11724,1.12324,1.1362
120-12905,1.23497,1.18717,1.24742,1.23529
120-12923,1.31339,1.261,1.22628,1.378
120-13023,1.07937,1.07937,1.09973,1.0873
120+13023,1.24017,1.26484,1.30357,1.264
120-13024,1.13772,1.15134,1.16024,1.20669
120+13024,1.08403,1.08475,1.08547,1.08547
120-13025,1.15942,1.22222,1.21739,1.28502
120+13025,1.14749,1.16716,1.16471,1.20732
120-13026,1.10714,1.12094,1.15774,1.12387
120+13026,1.21154,1.18357,1.18357,1.24138
120-13027,1.1619,1.17231,1.15674,1.12581
120+13027,1.14286,1.14407,1.11864,1.14286
120+13028,1.14148,1.15576,1.14019,1.14935
120-13097,1.29365,1.3037,1.35878,1.33884
120-13098,1.19291,1.18966,1.29329,1.27675
120+13098,1.29921,1.26812,1.26277,1.4127
120-13099,1.23529,1.19474,1.29444,1.31325
120+13099,1.15816,1.18868,1.37339,1.24294
120-13100,1.19399,1.17391,1.25553,1.34409
120+13100,1.28205,1.25342,1.34932,1.34815
120-13108,1.10526,1.11475,1.1,1.10345
120-13109,1.11364,1.12766,1.10753,1.12088
120+13109,1.09677,1.1,1.10526,1.13793
120+13110,1.19802,1.17172,1.15306,1.20833
120-13135,1.11111,1.125,1.125,1.11538
120+13136,1.18824,1.18072,1.1375,1.125
120+13140,1.4,1.36296,1.48175,1.42188
120-13141,1.40191,1.53556,1.59839,1.5283
120-13153,1.25683,1.21264,1.25287,1.25342
120+13153,1.15504,1.18605,1.46269,1.19658
120+13221,1.61364,1.525,1.55814,1.52778
120-13222,1.27389,1.24352,1.31122,1.37
120+13222,1.17005,1.15152,1.18458,1.23185
120-13223,1.29592,1.31034,1.36207,1.36937
120+13223,1.31765,1.24747,1.32632,1.3089
120-13224,1.20305,1.17727,1.25688,1.26923
120+13224,1.29897,1.25455,1.32381,1.31373
120-13225,1.27273,1.25714,1.36667,1.27586
120+13225,1.24324,1.20513,1.3,1.27632
120-13226,1.2349,1.18792,1.1875,1.16667
120+13226,1.47489,1.48673,1.34703,1.29665
120-13227,1.14634,1.125,1.18421,1.21622
120-13228,1.14286,1.07143,1.07143,1.07143
120+13228,1.04762,1.04615,1.76812,1.06557
120+13229,1.1,1.09091,2.42308,1.15789
120-13230,1.29204,1.22523,1.30252,1.35577
120+13231,1.2233,1.20792,1.29358,1.27835
120-13237,1.17371,1.12705,1.22097,1.25688
120+13237,1.216,1.21642,1.35772,1.43243
120-13238,1.20455,1.17007,1.27168,1.29193
120+13238,1.1875,1.16968,1.25714,1.33061
120-13239,1.16854,1.13158,1.15833,1.29245
120+13239,1.17089,1.15663,1.20556,1.32667
120-13240,,,1,
120+13240,1.13445,1.14184,1.144,1.2437
120-13241,1.3,1.31034,1.69118,1.33333
120+13241,2,2,2,2
120+13242,1.24,1.18367,1.26,1.28
120+13243,1,1,1,2
120-13285,1.09091,1.07792,1.07692,1.07792
120+13285,1.07874,1.10484,1.08065,1.08065
120-13286,1.10995,1.09326,1.08377,1.09845
120+13286,1.07692,1.07692,1.07692,1.07895
120-13287,2,2,1.66667,2
120+13287,1.6,1.55285,1.6,1.5446
120-13291,1.62,1.57143,1.6,1.59322
120-13301,1.125,1.125,1.28571,1.28571
120+13301,1.09091,1.09091,1.09091,1.09524
120-13302,1.1875,1.125,1.2,1.13333
120+13302,1.15957,1.16842,1.23158,1.25581
120-13303,1.45161,1.39759,1.46835,1.48718
120+13303,1.375,1.5,1.55556,1.66667
120-13332,2.05932,1.35664,1.45913,1.54634
120+13376,1.44444,1.45455,1.6,1.55556
120-13386,1.13993,1.14333,1.12667,1.14286
120+13386,1.26087,1.28571,1.28571,1.34694
120-13387,1.31138,1.41176,1.45892,1.56777
120+13387,1.11209,1.12079,1.13545,1.11932
120-13389,1.17857,1.17857,1.17241,1.17857
120+13389,1.27273,1.27273,1.27273,1.27273
120-13394,1.29032,2.26136,1.77632,2.67
120+13394,1.48387,1.63158,1.65714,2.07143
120-13395,1.07407,1.03922,1.06,1.08163
120+13395,1.04167,1.04167,1.125,1.08696
120+13656,1.82456,1.7027,1.70667,1.87719
120-13658,1,1,1,1
120-13664,1.33333,1.25,1.33333,1.30769
120-13665,1.26735,1.24736,1.32068,1.33504
120-13666,1.42657,1.31111,1.33023,1.42222
120+13666,1.25117,1.22929,1.35456,1.41944
120-13667,1.575,1.40741,1.68966,1.25
120+13667,1.24113,1.23684,1.31387,1.32787
120-13680,1.62,1.57143,1.62712,1.55932
120+13681,1.62,1.62712,1.6129,1.54386
120-13682,1.13699,1.08219,1.10959,1.09859
120-13683,1.08571,1.08571,1.11429,1.08571
120+13683,1.09211,1.10667,1.09211,1.10667
120+13684,1.13514,1.10811,1.10811,1.10811
120-13749,1.07143,1.07426,1.06931,1.07576
120-13750,1.07451,1.07895,1.08271,1.08429
120+13750,1.07426,1.075,1.08586,1.07576
120-13751,1.12069,1.16393,1.18333,1.15
120+13751,1.08015,1.09057,1.09579,1.10345
120+13752,1.18333,1.17188,1.20635,1.22581
120-13777,1.2449,1.28302,1.29412,1.32609
120-13787,,,1.25564,
120+13788,,,1.33533,
120+13792,1.53947,1.15225,1.8557,1.71429
120+13795,1.9253,1.79695,1.86609,1.76112
120-13799,,,1.29496,
120+13800,,,1,
120-13803,1.3,1.28125,1.25714,1.375
120-13804,1.10843,1.10843,1.11765,1.125
120+13804,1.24,1.24,1.24,1.3913
120-13805,1.12195,1.09756,1.09756,1.1
120+13805,1.10843,1.08537,1.09756,1.1
120-13806,1.06316,1.05319,1.05319,1.06452
120+13806,1.09524,1.09524,1.09756,1.07317
120-13807,1.05351,1.04333,1.05051,1.05351
120+13807,1.05435,1.04301,1.04348,1.06593
120-13808,1.06,1.06,1.08163,1.08163
120+13808,1.04377,1.04027,1.05051,1.05085
120-13810,1.1118,1.13415,1.13415,1.16456
120-13811,1.11864,1.11864,1.11864,1.10526
120+13811,1.10968,1.10692,1.12102,1.14286
120-13812,1.17333,1.18182,1.22078,1.2
120+13812,1.1453,1.14876,1.14754,1.15517
120-13813,1.04969,1.04938,1.0559,1.06918
120+13813,1.17333,1.16,1.13514,1.13889
120-13814,1.04717,1.05164,1.05714,1.0628
120+13814,1.0559,1.05521,1.0679,1.0559
120-13815,1.04878,1.05691,1.06557,1.06612
120+13815,1.0619,1.04695,1.05607,1.06731
120-13816,1.0625,1.0625,1.07595,1.07595
120+13816,1.05738,1.05645,1.05691,1.07377
120-13817,1.19565,1.19355,1.23913,1.25806
120+13817,1.04878,1.06098,1.04878,1.075
120+13818,1.27957,1.25263,1.28421,1.37113
120-13819,1.14286,1.16384,1.18079,1.25989
120+13820,1.09827,1.10169,1.08092,1.14286
120-13836,1.0597,1.06154,1.05344,1.07087
120+13836,1.05394,1.03782,1.05042,1.06494
120-13837,1.07012,1.0627,1.0721,1.07717
120+13837,1.06195,1.04464,1.05357,1.06422
120-13838,1.05,1.0641,1.06494,1.06579
120+13838,1.05016,1.0347,1.05047,1.05502
120-13839,1.05213,1.05314,1.06341,1.06468
120+13839,1.05,1.05051,1.06061,1.06186
120-13840,1.04615,1.04688,1.04688,1.06452
120+13840,1.05164,1.03774,1.0566,1.0534
120-13841,1.06105,1.05917,1.0625,1.0697
120+13841,1.05556,1.04167,1.05634,1.05714
120-13842,1,1.11111,1.11111,1.11111
120+13842,1.06232,1.04533,1.05698,1.06414
120-13843,1.04808,1.05392,1.04878,1.06
120+13843,1,1,1,1
120-13844,1.04428,1.04906,1.05682,1.06923
120+13844,1.07179,1.04615,1.0567,1.06878
120-13845,1.05983,1.05217,1.05217,1.07143
120+13845,1.04651,1.03679,1.05034,1.05155
120-13846,1.05045,1.05136,1.06061,1.06811
120+13846,1.05,1.04237,1.04202,1.05172
120-13847,1.04377,1.04778,1.04778,1.05903
120+13847,1.0479,1.03927,1.05136,1.05882
120-13871,1.17588,1.22111,1.4009,1.36994
120+13871,1.20482,1.16092,1.22727,1.28378
120+13872,1.3128,1.22535,1.30542,1.39894
120-13879,1.05882,1.03922,1.2459,1.0625
120+13879,1.44,1.04255,1.46939,1.04444
120-13906,1.38517,1.33894,1.33191,1.37905
120-13907,1.24074,1.26786,1.27586,1.29091
120+13907,,,2.21462,
120-13908,1.29231,1.22388,1.19697,1.23438
120+13908,1.25974,1.3038,1.31169,1.31507
120-13909,1.10405,1.10734,1.10056,1.10857
120+13909,1.38028,1.57831,1.5443,1.34328
120-13910,1.08333,1.07292,1.08081,1.10309
120+13910,1.12353,1.11047,1.12209,1.13793
120-13911,1.09524,1.09302,1.09091,1.09756
120+13911,1.12632,1.11458,1.13402,1.14583
120-13912,1.17213,1.15625,1.17188,1.15254
120+13912,1.09091,1.08889,1.08889,1.09091
120-13913,1.15789,1.17742,1.23729,1.20755
120+13913,1.14062,1.17857,1.27536,1.18033
120-13914,1.21927,1.21277,1.22581,1.22887
120+13914,1.22034,1.27143,1.34328,1.22034
120-13915,1.16327,1.13208,1.15385,1.16327
120+13915,1.20724,1.20923,1.24214,1.23958
120-13916,1.23636,1.21875,1.25,1.2069
120+13916,1.15385,1.16071,1.22222,1.19608
120-13917,1.19643,1.1875,1.21311,1.19298
120+13917,1.23636,1.21875,1.25,1.25
120+13918,1.22807,1.24194,1.23333,1.21053
